"","X","month","spp","biomass"
"71",71,71,"phytoplankton",0.996676731924533
"72",72,72,"phytoplankton",0.996675598546822
"73",73,73,"phytoplankton",0.996679392243884
"74",74,74,"phytoplankton",0.996687311769234
"75",75,75,"phytoplankton",0.996698921744303
"76",76,76,"phytoplankton",0.996704846319282
"77",77,77,"phytoplankton",0.996703495416699
"78",78,78,"phytoplankton",0.996693244559425
"79",79,79,"phytoplankton",0.996673594704719
"80",80,80,"phytoplankton",0.996644570928034
"81",81,81,"phytoplankton",0.996606620519546
"82",82,82,"phytoplankton",0.996560446826785
"83",83,83,"phytoplankton",0.996506906278655
"84",84,84,"phytoplankton",0.9964469264167
"85",85,85,"phytoplankton",0.996381447667431
"86",86,86,"phytoplankton",0.996311381868971
"87",87,87,"phytoplankton",0.996236831558673
"88",88,88,"phytoplankton",0.996159407112828
"89",89,89,"phytoplankton",0.996080400738907
"90",90,90,"phytoplankton",0.996000883408499
"91",91,91,"phytoplankton",0.995921625120687
"92",92,92,"phytoplankton",0.995843183983299
"93",93,93,"phytoplankton",0.995765941079618
"94",94,94,"phytoplankton",0.995690138780768
"95",95,95,"phytoplankton",0.995615909982738
"96",96,96,"phytoplankton",0.995543302893378
"97",97,97,"phytoplankton",0.995472301303005
"98",98,98,"phytoplankton",0.995402841239335
"99",99,99,"phytoplankton",0.99533445084298
"100",100,100,"phytoplankton",0.99526740664787
"101",101,101,"phytoplankton",0.995201993323813
"102",102,102,"phytoplankton",0.995138389780843
"103",103,103,"phytoplankton",0.995076630918452
"104",104,104,"phytoplankton",0.995016664302953
"105",105,105,"phytoplankton",0.994958374812688
"106",106,106,"phytoplankton",0.994901607778326
"107",107,107,"phytoplankton",0.994846185390897
"108",108,108,"phytoplankton",0.99479191922368
"109",109,109,"phytoplankton",0.9947386193391
"110",110,110,"phytoplankton",0.994686100796352
"111",111,111,"phytoplankton",0.994633903385645
"112",112,112,"phytoplankton",0.994591865818807
"113",113,113,"phytoplankton",0.994561307242621
"114",114,114,"phytoplankton",0.994543542282255
"115",115,115,"phytoplankton",0.99453861889283
"116",116,116,"phytoplankton",0.994546014048853
"117",117,117,"phytoplankton",0.994564763218839
"118",118,118,"phytoplankton",0.994593655504588
"119",119,119,"phytoplankton",0.994631353639967
"120",120,120,"phytoplankton",0.994676487369417
"121",121,121,"phytoplankton",0.994727717993544
"122",122,122,"phytoplankton",0.994783782631171
"123",123,123,"phytoplankton",0.99484421807326
"124",124,124,"phytoplankton",0.994903471737526
"125",125,125,"phytoplankton",0.994959866238688
"126",126,126,"phytoplankton",0.995011880108377
"127",127,127,"phytoplankton",0.995058733855434
"128",128,128,"phytoplankton",0.995100050311489
"129",129,129,"phytoplankton",0.995135781274938
"130",130,130,"phytoplankton",0.995166102235253
"131",131,131,"phytoplankton",0.995191342503259
"132",132,132,"phytoplankton",0.995211928268175
"133",133,133,"phytoplankton",0.995228339928541
"134",134,134,"phytoplankton",0.995241079884599
"135",135,135,"phytoplankton",0.995250496547752
"136",136,136,"phytoplankton",0.995255038244936
"137",137,137,"phytoplankton",0.995254931998353
"138",138,138,"phytoplankton",0.99525034869525
"139",139,139,"phytoplankton",0.995241668577081
"140",140,140,"phytoplankton",0.995229339361335
"141",141,141,"phytoplankton",0.995213851235729
"142",142,142,"phytoplankton",0.99519569980734
"143",143,143,"phytoplankton",0.995175364919149
"144",144,144,"phytoplankton",0.995153295359849
"145",145,145,"phytoplankton",0.995129899638499
"146",146,146,"phytoplankton",0.995105540929314
"147",147,147,"phytoplankton",0.995080273325402
"148",148,148,"phytoplankton",0.995053996117796
"149",149,149,"phytoplankton",0.995026995177528
"150",150,150,"phytoplankton",0.994999487773946
"151",151,151,"phytoplankton",0.994971674626488
"152",152,152,"phytoplankton",0.994943725157166
"153",153,153,"phytoplankton",0.994915780924818
"154",154,154,"phytoplankton",0.994887956098336
"155",155,155,"phytoplankton",0.994860339662167
"156",156,156,"phytoplankton",0.994832997811115
"157",157,157,"phytoplankton",0.99480597663162
"158",158,158,"phytoplankton",0.994779304826085
"159",159,159,"phytoplankton",0.994752820961473
"160",160,160,"phytoplankton",0.994732578962442
"161",161,161,"phytoplankton",0.994719373993028
"162",162,162,"phytoplankton",0.994714003183993
"163",163,163,"phytoplankton",0.994716499725402
"164",164,164,"phytoplankton",0.994726551459407
"165",165,165,"phytoplankton",0.994743578231233
"166",166,166,"phytoplankton",0.99476684931926
"167",167,167,"phytoplankton",0.994795555816967
"168",168,168,"phytoplankton",0.994828867103569
"169",169,169,"phytoplankton",0.994865970016324
"170",170,170,"phytoplankton",0.994906095828552
"171",171,171,"phytoplankton",0.994948998042539
"172",172,172,"phytoplankton",0.994990220447799
"173",173,173,"phytoplankton",0.995028576239139
"174",174,174,"phytoplankton",0.995062976185903
"175",175,175,"phytoplankton",0.995092921302647
"176",176,176,"phytoplankton",0.995118220996397
"177",177,177,"phytoplankton",0.995138934228064
"178",178,178,"phytoplankton",0.995155284313571
"179",179,179,"phytoplankton",0.995167603337948
"180",180,180,"phytoplankton",0.995176287336416
"181",181,181,"phytoplankton",0.995181763271822
"182",182,182,"phytoplankton",0.995184464571202
"183",183,183,"phytoplankton",0.995184656263447
"184",184,184,"phytoplankton",0.995178576674934
"185",185,185,"phytoplankton",0.995166152359989
"186",186,186,"phytoplankton",0.995147226764534
"187",187,187,"phytoplankton",0.995122093819263
"188",188,188,"phytoplankton",0.995091221424552
"189",189,189,"phytoplankton",0.995055205702146
"190",190,190,"phytoplankton",0.995014698219937
"191",191,191,"phytoplankton",0.994970363166401
"192",192,192,"phytoplankton",0.994922844957268
"193",193,193,"phytoplankton",0.994872747072368
"194",194,194,"phytoplankton",0.994820618663712
"195",195,195,"phytoplankton",0.994766456367863
"196",196,196,"phytoplankton",0.994717505016585
"197",197,197,"phytoplankton",0.99467521781781
"198",198,198,"phytoplankton",0.994640964999001
"199",199,199,"phytoplankton",0.994615176294908
"200",200,200,"phytoplankton",0.994597821584618
"201",201,201,"phytoplankton",0.99458850570082
"202",202,202,"phytoplankton",0.994586608485756
"203",203,203,"phytoplankton",0.994591373644729
"204",204,204,"phytoplankton",0.994601979250657
"205",205,205,"phytoplankton",0.994617588241173
"206",206,206,"phytoplankton",0.994637384618921
"207",207,207,"phytoplankton",0.994660998219795
"208",208,208,"phytoplankton",0.994681295999753
"209",209,209,"phytoplankton",0.994696758403741
"210",210,210,"phytoplankton",0.994705922431743
"211",211,211,"phytoplankton",0.994708197072633
"212",212,212,"phytoplankton",0.994703422086479
"213",213,213,"phytoplankton",0.994691785641189
"214",214,214,"phytoplankton",0.994673697402721
"215",215,215,"phytoplankton",0.994649707835835
"216",216,216,"phytoplankton",0.994620443541192
"217",217,217,"phytoplankton",0.994586560428801
"218",218,218,"phytoplankton",0.994548709653434
"219",219,219,"phytoplankton",0.994507028133663
"220",220,220,"phytoplankton",0.994470024699571
"221",221,221,"phytoplankton",0.994439452273958
"222",222,222,"phytoplankton",0.994416980530714
"223",223,223,"phytoplankton",0.994403202415025
"224",224,224,"phytoplankton",0.994398184264238
"225",225,225,"phytoplankton",0.994401571148256
"226",226,226,"phytoplankton",0.994412745686822
"227",227,227,"phytoplankton",0.994430928523524
"228",228,228,"phytoplankton",0.994455258289244
"229",229,229,"phytoplankton",0.994484848990402
"230",230,230,"phytoplankton",0.994518831308316
"231",231,231,"phytoplankton",0.994556886562283
"232",232,232,"phytoplankton",0.9945976909862
"233",233,233,"phytoplankton",0.994640261921944
"234",234,234,"phytoplankton",0.994683746039227
"235",235,235,"phytoplankton",0.994727495792128
"236",236,236,"phytoplankton",0.994771010822291
"237",237,237,"phytoplankton",0.994813918798132
"238",238,238,"phytoplankton",0.994855951194289
"239",239,239,"phytoplankton",0.994896924519625
"240",240,240,"phytoplankton",0.994936723735683
"241",241,241,"phytoplankton",0.994975288242173
"242",242,242,"phytoplankton",0.995012599961266
"243",243,243,"phytoplankton",0.9950488541553
"244",244,244,"phytoplankton",0.995083575285612
"245",245,245,"phytoplankton",0.995116612777071
"246",246,246,"phytoplankton",0.995147859263252
"247",247,247,"phytoplankton",0.995177319694146
"248",248,248,"phytoplankton",0.995205058924848
"249",249,249,"phytoplankton",0.995231185647688
"250",250,250,"phytoplankton",0.995255834377157
"251",251,251,"phytoplankton",0.995279153339962
"252",252,252,"phytoplankton",0.995301295145879
"253",253,253,"phytoplankton",0.995322410125283
"254",254,254,"phytoplankton",0.995342641643763
"255",255,255,"phytoplankton",0.995362188675149
"256",256,256,"phytoplankton",0.995374958161077
"257",257,257,"phytoplankton",0.995380262618272
"258",258,258,"phytoplankton",0.99537737301068
"259",259,259,"phytoplankton",0.995366319501728
"260",260,260,"phytoplankton",0.995347464293216
"261",261,261,"phytoplankton",0.995321425404352
"262",262,262,"phytoplankton",0.995288959375669
"263",263,263,"phytoplankton",0.995250889758823
"264",264,264,"phytoplankton",0.995208051758738
"265",265,265,"phytoplankton",0.995161254330562
"266",266,266,"phytoplankton",0.995111254524658
"267",267,267,"phytoplankton",0.995058192177251
"268",268,268,"phytoplankton",0.99501246681266
"269",269,269,"phytoplankton",0.994976000983518
"270",270,270,"phytoplankton",0.994950637679916
"271",271,271,"phytoplankton",0.994936900740471
"272",272,272,"phytoplankton",0.994934680645925
"273",273,273,"phytoplankton",0.994943364913338
"274",274,274,"phytoplankton",0.994962035219645
"275",275,275,"phytoplankton",0.994989591365668
"276",276,276,"phytoplankton",0.995024849560735
"277",277,277,"phytoplankton",0.995066612439606
"278",278,278,"phytoplankton",0.995113718982407
"279",279,279,"phytoplankton",0.995165735554122
"280",280,280,"phytoplankton",0.995221897162999
"281",281,281,"phytoplankton",0.995281030591613
"282",282,282,"phytoplankton",0.995342140818185
"283",283,283,"phytoplankton",0.995404384463064
"284",284,284,"phytoplankton",0.995467059740687
"285",285,285,"phytoplankton",0.995529592752786
"286",286,286,"phytoplankton",0.995591523921988
"287",287,287,"phytoplankton",0.995652494400257
"288",288,288,"phytoplankton",0.995712232900194
"289",289,289,"phytoplankton",0.995770543194167
"290",290,290,"phytoplankton",0.995827292479064
"291",291,291,"phytoplankton",0.99588270125858
"292",292,292,"phytoplankton",0.995929840118276
"293",293,293,"phytoplankton",0.995967791497424
"294",294,294,"phytoplankton",0.995995648439799
"295",295,295,"phytoplankton",0.996013415414726
"296",296,296,"phytoplankton",0.996021511085902
"297",297,297,"phytoplankton",0.996020672550121
"298",298,298,"phytoplankton",0.9960118143739
"299",299,299,"phytoplankton",0.995995941179619
"300",300,300,"phytoplankton",0.995974079758204
"301",301,301,"phytoplankton",0.995947232044834
"302",302,302,"phytoplankton",0.995916342869445
"303",303,303,"phytoplankton",0.995881802891306
"304",304,304,"phytoplankton",0.995844997036437
"305",305,305,"phytoplankton",0.995806864871172
"306",306,306,"phytoplankton",0.995768212864384
"307",307,307,"phytoplankton",0.995729642389535
"308",308,308,"phytoplankton",0.995691608058959
"309",309,309,"phytoplankton",0.995654437482868
"310",310,310,"phytoplankton",0.995618355909167
"311",311,311,"phytoplankton",0.995583505373371
"312",312,312,"phytoplankton",0.995549961571312
"313",313,313,"phytoplankton",0.995517748086653
"314",314,314,"phytoplankton",0.995486848445614
"315",315,315,"phytoplankton",0.995457084819898
"316",316,316,"phytoplankton",0.995429658250314
"317",317,317,"phytoplankton",0.995404749400823
"318",318,318,"phytoplankton",0.995382512181813
"319",319,319,"phytoplankton",0.99536291025857
"320",320,320,"phytoplankton",0.995345816695535
"321",321,321,"phytoplankton",0.995331036896508
"322",322,322,"phytoplankton",0.995318338832115
"323",323,323,"phytoplankton",0.995307472304052
"324",324,324,"phytoplankton",0.995298183820956
"325",325,325,"phytoplankton",0.995290226972208
"326",326,326,"phytoplankton",0.995283369560545
"327",327,327,"phytoplankton",0.995277444137497
"328",328,328,"phytoplankton",0.995267749503598
"329",329,329,"phytoplankton",0.99525365232939
"330",330,330,"phytoplankton",0.995234481474861
"331",331,331,"phytoplankton",0.995210104296918
"332",332,332,"phytoplankton",0.99518062991679
"333",333,333,"phytoplankton",0.995146360241058
"334",334,334,"phytoplankton",0.995107709222675
"335",335,335,"phytoplankton",0.995065153406233
"336",336,336,"phytoplankton",0.995019192871911
"337",337,337,"phytoplankton",0.994970323879291
"338",338,338,"phytoplankton",0.994919019729059
"339",339,339,"phytoplankton",0.994865245389369
"340",340,340,"phytoplankton",0.994820545517942
"341",341,341,"phytoplankton",0.99478686508425
"342",342,342,"phytoplankton",0.994766090432341
"343",343,343,"phytoplankton",0.994758638899042
"344",344,344,"phytoplankton",0.994764237930162
"345",345,345,"phytoplankton",0.994782071429298
"346",346,346,"phytoplankton",0.99481100143135
"347",347,347,"phytoplankton",0.994849706275721
"348",348,348,"phytoplankton",0.99489678947491
"349",349,349,"phytoplankton",0.994950856462835
"350",350,350,"phytoplankton",0.995010568613712
"351",351,351,"phytoplankton",0.995075454735664
"352",352,352,"phytoplankton",0.995134659585423
"353",353,353,"phytoplankton",0.995185808191356
"354",354,354,"phytoplankton",0.995226645636396
"355",355,355,"phytoplankton",0.995256293135295
"356",356,356,"phytoplankton",0.99527455657687
"357",357,357,"phytoplankton",0.995281792286849
"358",358,358,"phytoplankton",0.995278705591698
"359",359,359,"phytoplankton",0.995266222120071
"360",360,360,"phytoplankton",0.995245384942218
"361",361,361,"phytoplankton",0.99521728011524
"362",362,362,"phytoplankton",0.995182982617796
"363",363,363,"phytoplankton",0.995142912927944
"364",364,364,"phytoplankton",0.995104152776771
"365",365,365,"phytoplankton",0.995068563688156
"366",366,366,"phytoplankton",0.99503788447164
"367",367,367,"phytoplankton",0.995012957498827
"368",368,368,"phytoplankton",0.99499416064384
"369",369,369,"phytoplankton",0.994981492264942
"370",370,370,"phytoplankton",0.994974699125627
"371",371,371,"phytoplankton",0.994973359124232
"372",372,372,"phytoplankton",0.994976948260048
"373",373,373,"phytoplankton",0.994984889990852
"374",374,374,"phytoplankton",0.994996591908866
"375",375,375,"phytoplankton",0.995011773957879
"376",376,376,"phytoplankton",0.995033369601578
"377",377,377,"phytoplankton",0.995061079344317
"378",378,378,"phytoplankton",0.995094710727245
"379",379,379,"phytoplankton",0.995133733166633
"380",380,380,"phytoplankton",0.995177508017419
"381",381,381,"phytoplankton",0.995225324462563
"382",382,382,"phytoplankton",0.995276457912349
"383",383,383,"phytoplankton",0.995330202899942
"384",384,384,"phytoplankton",0.995385897161027
"385",385,385,"phytoplankton",0.99544293627484
"386",386,386,"phytoplankton",0.995500781876845
"387",387,387,"phytoplankton",0.99555941308044
"388",388,388,"phytoplankton",0.995613911391054
"389",389,389,"phytoplankton",0.995663229347787
"390",390,390,"phytoplankton",0.995706402867256
"391",391,391,"phytoplankton",0.995743141107202
"392",392,392,"phytoplankton",0.995773487197252
"393",393,393,"phytoplankton",0.995797747255054
"394",394,394,"phytoplankton",0.995816389502727
"395",395,395,"phytoplankton",0.995829979651888
"396",396,396,"phytoplankton",0.995839129792271
"397",397,397,"phytoplankton",0.995844461737608
"398",398,398,"phytoplankton",0.995846580769423
"399",399,399,"phytoplankton",0.995845857660964
"400",400,400,"phytoplankton",0.995846762046698
"401",401,401,"phytoplankton",0.995850175172684
"402",402,402,"phytoplankton",0.995856959289854
"403",403,403,"phytoplankton",0.995867447445184
"404",404,404,"phytoplankton",0.995881715612684
"405",405,405,"phytoplankton",0.995899630827102
"406",406,406,"phytoplankton",0.995920928317167
"407",407,407,"phytoplankton",0.995945260023883
"408",408,408,"phytoplankton",0.995972233575709
"409",409,409,"phytoplankton",0.996001440413592
"410",410,410,"phytoplankton",0.996032476210173
"411",411,411,"phytoplankton",0.996065261380134
"412",412,412,"phytoplankton",0.996095195880456
"413",413,413,"phytoplankton",0.996121338508595
"414",414,414,"phytoplankton",0.996142792087365
"415",415,415,"phytoplankton",0.996159259839967
"416",416,416,"phytoplankton",0.996170736321674
"417",417,417,"phytoplankton",0.996177447592106
"418",418,418,"phytoplankton",0.996179762066268
"419",419,419,"phytoplankton",0.996178134239015
"420",420,420,"phytoplankton",0.996173060124147
"421",421,421,"phytoplankton",0.996165045461967
"422",422,422,"phytoplankton",0.996154583020745
"423",423,423,"phytoplankton",0.99614190871204
"424",424,424,"phytoplankton",0.996129346945686
"425",425,425,"phytoplankton",0.996117556721283
"426",426,426,"phytoplankton",0.996107151706211
"427",427,427,"phytoplankton",0.996098453621714
"428",428,428,"phytoplankton",0.996091629089131
"429",429,429,"phytoplankton",0.996086716496638
"430",430,430,"phytoplankton",0.996083667014453
"431",431,431,"phytoplankton",0.996082371411111
"432",432,432,"phytoplankton",0.996082682005177
"433",433,433,"phytoplankton",0.996084429078353
"434",434,434,"phytoplankton",0.99608743327416
"435",435,435,"phytoplankton",0.996091612296577
"436",436,436,"phytoplankton",0.996096646151152
"437",437,437,"phytoplankton",0.99610231160689
"438",438,438,"phytoplankton",0.996108410228185
"439",439,439,"phytoplankton",0.996114785423555
"440",440,440,"phytoplankton",0.996121310653165
"441",441,441,"phytoplankton",0.996127886197939
"442",442,442,"phytoplankton",0.996134434593624
"443",443,443,"phytoplankton",0.996140897110914
"444",444,444,"phytoplankton",0.996147230576336
"445",445,445,"phytoplankton",0.9961534046399
"446",446,446,"phytoplankton",0.996159399404084
"447",447,447,"phytoplankton",0.996165243487736
"448",448,448,"phytoplankton",0.996165344093087
"449",449,449,"phytoplankton",0.996159097867569
"450",450,450,"phytoplankton",0.996145841293601
"451",451,451,"phytoplankton",0.996125582636955
"452",452,452,"phytoplankton",0.996098621113205
"453",453,453,"phytoplankton",0.996065482759824
"454",454,454,"phytoplankton",0.996026817349119
"455",455,455,"phytoplankton",0.995983335933533
"456",456,456,"phytoplankton",0.995935762214511
"457",457,457,"phytoplankton",0.995884799167919
"458",458,458,"phytoplankton",0.9958311063346
"459",459,459,"phytoplankton",0.995774762172662
"460",460,460,"phytoplankton",0.995718612240397
"461",461,461,"phytoplankton",0.995663727164944
"462",462,462,"phytoplankton",0.995611044344464
"463",463,463,"phytoplankton",0.995561078968283
"464",464,464,"phytoplankton",0.995514106801283
"465",465,465,"phytoplankton",0.995470208931878
"466",466,466,"phytoplankton",0.995429331339852
"467",467,467,"phytoplankton",0.995391325247872
"468",468,468,"phytoplankton",0.99535597999077
"469",469,469,"phytoplankton",0.995323047876512
"470",470,470,"phytoplankton",0.995292263119608
"471",471,471,"phytoplankton",0.995263299422927
"472",472,472,"phytoplankton",0.995238181954613
"473",473,473,"phytoplankton",0.995217056111877
"474",474,474,"phytoplankton",0.995200068095956
"475",475,475,"phytoplankton",0.995187070044425
"476",476,476,"phytoplankton",0.99517778848355
"477",477,477,"phytoplankton",0.99517185824191
"478",478,478,"phytoplankton",0.995168870064628
"479",479,479,"phytoplankton",0.99516839965745
"480",480,480,"phytoplankton",0.995170029688147
"481",481,481,"phytoplankton",0.995173364488552
"482",482,482,"phytoplankton",0.995178039622878
"483",483,483,"phytoplankton",0.995183871458229
"484",484,484,"phytoplankton",0.995192512670506
"485",485,485,"phytoplankton",0.995203911702283
"486",486,486,"phytoplankton",0.995218068968247
"487",487,487,"phytoplankton",0.995234785513665
"488",488,488,"phytoplankton",0.99525379317472
"489",489,489,"phytoplankton",0.995274774960817
"490",490,490,"phytoplankton",0.99529739813331
"491",491,491,"phytoplankton",0.995321332984602
"492",492,492,"phytoplankton",0.99534626670707
"493",493,493,"phytoplankton",0.995371912004951
"494",494,494,"phytoplankton",0.995398012131878
"495",495,495,"phytoplankton",0.995424560786753
"496",496,496,"phytoplankton",0.995444286240548
"497",497,497,"phytoplankton",0.995456137927439
"498",498,498,"phytoplankton",0.995459052145997
"499",499,499,"phytoplankton",0.995452865572351
"500",500,500,"phytoplankton",0.995437826565853
"501",501,501,"phytoplankton",0.995414506535269
"502",502,502,"phytoplankton",0.995383663377126
"503",503,503,"phytoplankton",0.995346156907866
"504",504,504,"phytoplankton",0.995302882539938
"505",505,505,"phytoplankton",0.995254724890676
"506",506,506,"phytoplankton",0.995202525484506
"507",507,507,"phytoplankton",0.995146453212732
"508",508,508,"phytoplankton",0.995096773257997
"509",509,509,"phytoplankton",0.995055520387324
"510",510,510,"phytoplankton",0.995024633616453
"511",511,511,"phytoplankton",0.995004746323162
"512",512,512,"phytoplankton",0.994995857314208
"513",513,513,"phytoplankton",0.994997459240616
"514",514,514,"phytoplankton",0.995008732315003
"515",515,515,"phytoplankton",0.99502866661351
"516",516,516,"phytoplankton",0.995056159311649
"517",517,517,"phytoplankton",0.995090084297034
"518",518,518,"phytoplankton",0.995129342113975
"519",519,519,"phytoplankton",0.99517348843341
"520",520,520,"phytoplankton",0.99522263258294
"521",521,521,"phytoplankton",0.995275746266461
"522",522,522,"phytoplankton",0.995331971655572
"523",523,523,"phytoplankton",0.995390488144001
"524",524,524,"phytoplankton",0.995450562577831
"525",525,525,"phytoplankton",0.995511547477811
"526",526,526,"phytoplankton",0.995572884917615
"527",527,527,"phytoplankton",0.995634103889068
"528",528,528,"phytoplankton",0.99569481573219
"529",529,529,"phytoplankton",0.995754707691384
"530",530,530,"phytoplankton",0.995813535527922
"531",531,531,"phytoplankton",0.995871451965359
"532",532,532,"phytoplankton",0.995924538935235
"533",533,533,"phytoplankton",0.995972102537225
"534",534,534,"phytoplankton",0.996013508079285
"535",535,535,"phytoplankton",0.996048677671186
"536",536,536,"phytoplankton",0.99607780085792
"537",537,537,"phytoplankton",0.996101273156031
"538",538,538,"phytoplankton",0.996119610400167
"539",539,539,"phytoplankton",0.996133394391892
"540",540,540,"phytoplankton",0.996143230447683
"541",541,541,"phytoplankton",0.99614971748275
"542",542,542,"phytoplankton",0.996153427077412
"543",543,543,"phytoplankton",0.996154715585949
"544",544,544,"phytoplankton",0.996151295967219
"545",545,545,"phytoplankton",0.996143296134266
"546",546,546,"phytoplankton",0.996130765854031
"547",547,547,"phytoplankton",0.996114042298931
"548",548,548,"phytoplankton",0.996093560608974
"549",549,549,"phytoplankton",0.996069823382049
"550",550,550,"phytoplankton",0.996043352322238
"551",551,551,"phytoplankton",0.99601466075215
"552",552,552,"phytoplankton",0.995984233441482
"553",553,553,"phytoplankton",0.995952514176301
"554",554,554,"phytoplankton",0.995919898605126
"555",555,555,"phytoplankton",0.995886433635827
"556",556,556,"phytoplankton",0.995853440138665
"557",557,557,"phytoplankton",0.995821428271159
"558",558,558,"phytoplankton",0.995790834904335
"559",559,559,"phytoplankton",0.995761894814906
"560",560,560,"phytoplankton",0.995734725384758
"561",561,561,"phytoplankton",0.995709348844633
"562",562,562,"phytoplankton",0.995685720991151
"563",563,563,"phytoplankton",0.995663750981497
"564",564,564,"phytoplankton",0.995643317524296
"565",565,565,"phytoplankton",0.99562428123625
"566",566,566,"phytoplankton",0.995606494121389
"567",567,567,"phytoplankton",0.995589770446091
"568",568,568,"phytoplankton",0.995569303434216
"569",569,569,"phytoplankton",0.995544512049068
"570",570,570,"phytoplankton",0.995514750033089
"571",571,571,"phytoplankton",0.995479908219496
"572",572,572,"phytoplankton",0.995440111295241
"573",573,573,"phytoplankton",0.995395670814408
"574",574,574,"phytoplankton",0.995347004614326
"575",575,575,"phytoplankton",0.99529458814472
"576",576,576,"phytoplankton",0.995238916113968
"577",577,577,"phytoplankton",0.995180475869578
"578",578,578,"phytoplankton",0.9951197289559
"579",579,579,"phytoplankton",0.995056568435836
"580",580,580,"phytoplankton",0.994997450846953
"581",581,581,"phytoplankton",0.994943830828814
"582",582,582,"phytoplankton",0.994897061731823
"583",583,583,"phytoplankton",0.994857629130021
"584",584,584,"phytoplankton",0.994825587136442
"585",585,585,"phytoplankton",0.99480064697715
"586",586,586,"phytoplankton",0.994782305464301
"587",587,587,"phytoplankton",0.994769926971655
"588",588,588,"phytoplankton",0.99476280853093
"589",589,589,"phytoplankton",0.994760226648853
"590",590,590,"phytoplankton",0.99476147103423
"591",591,591,"phytoplankton",0.994766137883307
"592",592,592,"phytoplankton",0.994776582325052
"593",593,593,"phytoplankton",0.994792520461814
"594",594,594,"phytoplankton",0.994813759294998
"595",595,595,"phytoplankton",0.994839816082307
"596",596,596,"phytoplankton",0.994870117897251
"597",597,597,"phytoplankton",0.994904033779384
"598",598,598,"phytoplankton",0.994940925293512
"599",599,599,"phytoplankton",0.994980174838812
"600",600,600,"phytoplankton",0.995021206078229
"601",601,1,"infauna",1
"602",602,2,"infauna",1
"603",603,3,"infauna",0.999999999999472
"604",604,4,"infauna",0.999999999999078
"605",605,5,"infauna",0.999999999998855
"606",606,6,"infauna",0.999999999998814
"607",607,7,"infauna",0.999999999998945
"608",608,8,"infauna",0.999999999999232
"609",609,9,"infauna",0.999999999999652
